InstAddress		Total_Execution	Total_Cycles	Instruction
9000115c		97                  	20467               	LD    --R0, R4
9000115e		97                  	20467               	LD    --R0, R3
90001160		97                  	20467               	LD    --R0, R2
90001162		97                  	20467               	LD    --R0, R17
90001164		97                  	20467               	LD    --R0, R16
90001166		97                  	1067                	JMP   R16, JMP
90001168		1705                	15345               	ST    R0++, R16
9000116a		1705                	15345               	ST    R0++, R17
9000116c		1705                	15345               	ST    R0++, R2
9000116e		1705                	15345               	ST    R0++, R3
90001170		1705                	15345               	ST    R0++, R4
90001172		1705                	15345               	ST    R0++, R5
90001174		1705                	15345               	ST    R0++, R6
90001176		1705                	15345               	ST    R0++, R22
90001178		1705                	20460               	JSR   R31, JMP, 0x00000920
9000117e		1705                	5115                	MOV   R2, R23
90001180		1705                	359755              	LD    --R0, R22
90001182		1705                	359755              	LD    --R0, R6
90001184		1705                	359755              	LD    --R0, R5
90001186		1705                	359755              	LD    --R0, R4
90001188		1705                	359755              	LD    --R0, R3
9000118a		1705                	359755              	LD    --R0, R2
9000118c		1705                	359755              	LD    --R0, R17
9000118e		1705                	359755              	LD    --R0, R16
90001190		1705                	18755               	JMP   R16, JMP
9000128a		1802                	16218               	ST    R0++, R6
9000128c		1802                	16218               	ST    R0++, R7
9000128e		1802                	16218               	ST    R0++, R8
90001290		1802                	16218               	ST    R0++, R9
90001292		1802                	5406                	MOVC  0, R9
90001294		1802                	5406                	MOVC  0, R23
90001296		1802                	5406                	COMPC 0, R3
90001298		1802                	7208                	JMP   R31, JE, 0x00000914
9000129e		1802                	5406                	COMPC 1, R3
900012a0		1802                	19822               	JMP   R31, JNE, 0x00000860
900012b0		1802                	5406                	MOV   R3, R22
900012b2		1802                	5406                	MOV   R2, R4
900012b4		1802                	9010                	SRL   1, R3
900012b6		1802                	9010                	SRL   1, R2
900012b8		1802                	5406                	COMP  R3, R2
900012ba		1802                	18219               	JMP   R31, JGE, 0x0000087e
900012c0		229                 	687                 	MOV   R4, R9
900012c2		229                 	2519                	JMP   R31, JMP, 0x00000914
900012ce		1573                	4719                	MOV   R22, R3
900012d0		1573                	4719                	MOV   R4, R2
900012d2		1573                	4719                	COMP  R2, R3
900012d4		1573                	18400               	JMP   R31, JNE, 0x00000894
900012da		68                  	204                 	MOVC  0, R2
900012dc		68                  	204                 	MOVC  1, R23
900012de		68                  	816                 	JMP   R31, JMP, 0x00000914
900012e4		1505                	6020                	MOV   R30, R5, 0x20
900012e8		1505                	4515                	MOV   R9, R4
900012ea		1505                	7525                	SRL   1, R9
900012ec		1505                	7525                	SRL   1, R3
900012ee		46784               	140352              	COMP  R9, R3
900012f0		46784               	197671              	JMP   R31, JLE, 0x000008ca
900012f6		45279               	135837              	MOV   R4, R9
900012f8		45279               	135837              	MOV   R22, R3
900012fa		45279               	135837              	MOV   R2, R7
900012fc		45279               	226395              	AND   R31, R7, 0x80000000
90001302		45279               	226395              	SRL   31, R7
90001304		45279               	226395              	SLL   1, R9
90001306		45279               	135837              	OR    R7, R9
90001308		45279               	135837              	MOV   R2, R8
9000130a		45279               	226395              	SLL   1, R2
9000130c		45279               	135837              	ADDC  -1, R5
9000130e		45279               	135837              	MOV   R9, R4
90001310		45279               	226395              	SRL   1, R9
90001312		45279               	226395              	SRL   1, R3
90001314		45279               	543348              	JMP   R31, JMP, 0x0000089e
9000131a		1505                	4515                	MOV   R4, R9
9000131c		1505                	4515                	MOV   R22, R3
9000131e		1505                	4515                	MOV   R8, R2
90001320		1505                	7525                	SRL   1, R9
90001322		1505                	4515                	ADDC  1, R5
90001324		1505                	4515                	MOVC  0, R22
90001326		5891                	17673               	COMP  R22, R5
90001328		5891                	34099               	JMP   R31, JLE, 0x00000914
9000132e		4386                	13158               	MOV   R2, R7
90001330		4386                	17544               	AND   R31, R7, 0x80000000
90001336		4386                	21930               	SRL   31, R7
90001338		4386                	21930               	SLL   1, R9
9000133a		4386                	13158               	OR    R7, R9
9000133c		4386                	13158               	MOV   R9, R4
9000133e		4386                	13158               	SUB   R3, R4
90001340		4386                	13158               	MOV   R4, R6
90001342		4386                	17544               	AND   R31, R6, 0x80000000
90001348		4386                	21930               	SRL   31, R6
9000134a		4386                	21930               	SLL   1, R2
9000134c		4386                	21930               	SLL   1, R23
9000134e		4386                	13158               	COMPC 0, R6
90001350		4386                	29472               	JMP   R31, JNE, 0x0000090c
90001356		2682                	8046                	MOVC  1, R6
90001358		2682                	8046                	OR    R6, R23
9000135a		2682                	8046                	MOV   R4, R9
9000135c		4386                	13158               	ADDC  1, R22
9000135e		4386                	52632               	JMP   R31, JMP, 0x000008d6
90001364		1802                	5406                	MOV   R9, R2
90001366		1802                	380222              	LD    --R0, R9
90001368		1802                	380222              	LD    --R0, R8
9000136a		1802                	380222              	LD    --R0, R7
9000136c		1802                	380222              	LD    --R0, R6
9000136e		1802                	19822               	JMP   R16, JMP
90001370		1802                	5406                	MOV   R8, R2
90001372		1802                	5406                	COMPC 0, R8
90001374		1802                	21624               	JMP   R31, JGE, 0x0000092c
9000137c		1802                	5406                	MOV   R9, R3
9000137e		1802                	5406                	COMPC 0, R9
90001380		1802                	19822               	JMP   R31, JGE, 0x00000938
90001388		1802                	16218               	ST    R0++, R16
9000138a		1802                	21624               	JSR   R31, JMP, 0x0000083a
90001390		1802                	380222              	LD    --R0, R16
90001392		1802                	5406                	COMPC 0, R8
90001394		1802                	21624               	JMP   R31, JGE, 0x0000095c
900013ac		1802                	5406                	COMPC 0, R9
900013ae		1802                	21624               	JMP   R31, JGE, 0x00000966
900013b6		1802                	19822               	JMP   R16, JMP
9000337c		4                   	48                  	JMP   R31, JMP, 0x00002942
90003382		32                  	96                  	MOV   R2, R11
90003384		32                  	128                 	ADDX  R11, R2, 0x1
90003388		32                  	96                  	MOV   R3, R10
9000338a		32                  	128                 	ADDX  R10, R3, 0x1
9000338e		32                  	6720                	LD    R10, R24
90003390		32                  	256                 	ST    R11, R24
90003392		36                  	108                 	MOV   R4, R11
90003394		36                  	144                 	ADDX  R11, R4, 0xffff
90003398		36                  	108                 	MOVC  0, R10
9000339a		36                  	108                 	COMP  R10, R11
9000339c		36                  	404                 	JMP   R31, JNE, 0x00002932
900033a2		4                   	44                  	JMP   R16, JMP
900033a4		3                   	27                  	ST    R0++, R16
900033a6		3                   	27                  	ST    R0++, R17
900033a8		3                   	9                   	MOV   R1, R17
900033aa		3                   	12                  	ADD   R30, R1, 0x1c
900033ae		3                   	36                  	JMP   R31, JMP, 0x0000296c
900033bc		3                   	9                   	MOV   R19, R11
900033be		3                   	15                  	ADD   R31, R11, 0x00008234
900033c4		3                   	630                 	LD    R11, R11
900033c6		3                   	630                 	LD    R11, R11
900033c8		3                   	9                   	MOV   R19, R10
900033ca		3                   	12                  	ADD   R31, R10, 0x00008238
900033d0		3                   	630                 	LD    R10, R10
900033d2		3                   	9                   	COMP  R10, R11
900033d4		3                   	15                  	JMP   R31, JE, 0x00002964
900033da		3                   	9                   	MOV   R19, R11
900033dc		3                   	15                  	ADD   R31, R11, 0x00008234
900033e2		3                   	630                 	LD    R11, R23
900033e4		3                   	9                   	MOV   R17, R1
900033e6		3                   	633                 	LD    --R0, R17
900033e8		3                   	633                 	LD    --R0, R16
900033ea		3                   	33                  	JMP   R16, JMP
900033ec		3                   	27                  	ST    R0++, R16
900033ee		3                   	27                  	ST    R0++, R17
900033f0		3                   	9                   	MOV   R1, R17
900033f2		3                   	12                  	ADD   R30, R1, 0x20
900033f6		3                   	27                  	ST    R0++, R21
900033f8		3                   	27                  	ST    R0++, R22
900033fa		3                   	27                  	STX   R17, R2, 0x0
900033fe		3                   	27                  	STX   R17, R3, 0xfffc
90003402		3                   	27                  	STX   R17, R4, 0xfff8
90003406		3                   	27                  	STX   R17, R5, 0xfff4
9000340a		3                   	27                  	STX   R17, R6, 0xfff0
9000340e		3                   	27                  	STX   R17, R7, 0xffec
90003412		3                   	12                  	ADDX  R17, R21, 0xfffc
90003416		3                   	9                   	MOV   R19, R11
90003418		3                   	12                  	ADD   R31, R11, 0x00008248
9000341e		3                   	630                 	LD    R11, R2
90003420		3                   	36                  	JSR   R31, JMP, 0x00004a74
90003426		3                   	39                  	JSR   R31, JMP, 0x00002954
9000342c		3                   	9                   	MOV   R23, R22
9000342e		3                   	9                   	MOVC  3, R2
90003430		3                   	36                  	JSR   R31, JMP, 0x0000034c
90003436		3                   	12                  	ADDX  R22, R10, 0x4
9000343a		3                   	9                   	MOV   R23, R11
9000343c		3                   	24                  	ST    R10, R11
9000343e		3                   	12                  	ADDX  R22, R11, 0x8
90003442		3                   	630                 	LD    R17, R10
90003444		3                   	24                  	ST    R11, R10
90003446		3                   	630                 	LD    R17, R11
90003448		3                   	9                   	COMPC 0, R11
9000344a		3                   	12                  	JMP   R31, JL, 0x00002ec8
90003450		3                   	12                  	COMP  R30, R11, 0x14
90003454		3                   	15                  	JMP   R31, JG, 0x00002ec8
9000345a		3                   	9                   	MOV   R19, R10
9000345c		3                   	15                  	ADD   R31, R10, 0x00008250
90003462		3                   	24                  	MULC  4, R11
90003464		3                   	9                   	ADD   R11, R10
90003466		3                   	630                 	LD    R10, R11
90003468		3                   	33                  	JMP   R11, JMP
900035f2		3                   	12                  	ADDX  R22, R11, 0xc
900035f6		3                   	9                   	MOVC  8, R10
900035f8		3                   	24                  	ST    R11, R10
900035fa		3                   	12                  	ADDX  R22, R11, 0x10
900035fe		3                   	12                  	MOV   R30, R10, 0x18
90003602		3                   	24                  	ST    R11, R10
90003604		3                   	9                   	MOVC  -4, R11
90003606		3                   	9                   	MOV   R21, R10
90003608		3                   	9                   	ADD   R11, R10
9000360a		3                   	9                   	MOV   R10, R21
9000360c		3                   	12                  	ADDX  R22, R11, 0x14
90003610		3                   	12                  	ADDX  R10, R10, 0x4
90003614		3                   	630                 	LD    R10, R10
90003616		3                   	24                  	ST    R11, R10
90003618		3                   	9                   	MOVC  -4, R11
9000361a		3                   	9                   	MOV   R21, R10
9000361c		3                   	9                   	ADD   R11, R10
9000361e		3                   	9                   	MOV   R10, R21
90003620		3                   	12                  	ADDX  R22, R11, 0x18
90003624		3                   	12                  	ADDX  R10, R10, 0x4
90003628		3                   	630                 	LD    R10, R10
9000362a		3                   	24                  	ST    R11, R10
9000362c		3                   	36                  	JMP   R31, JMP, 0x00002ec8
90003918		3                   	9                   	MOVC  0, R21
9000391a		3                   	9                   	MOVC  8, R2
9000391c		3                   	9                   	MOVC  0, R3
9000391e		3                   	39                  	JSR   R31, JMP, 0x000002ac
90003924		3                   	9                   	MOV   R19, R11
90003926		3                   	15                  	ADD   R31, R11, 0x00008234
9000392c		3                   	630                 	LD    R11, R10
9000392e		3                   	630                 	LD    R10, R10
90003930		3                   	24                  	ST    R11, R10
90003932		10                  	30                  	MOVC  2, R2
90003934		10                  	130                 	JSR   R31, JMP, 0x000006e6
9000393a		10                  	30                  	MOVC  8, R2
9000393c		10                  	130                 	JSR   R31, JMP, 0x00000208
90003942		10                  	30                  	MOVC  0, R10
90003944		10                  	30                  	COMP  R10, R23
90003946		10                  	99                  	JMP   R31, JE, 0x00002ee2
9000394c		3                   	12                  	MOV   R30, R2, 0x18
90003950		3                   	36                  	JSR   R31, JMP, 0x00000208
90003956		3                   	9                   	MOV   R23, R11
90003958		3                   	27                  	STX   R1, R11, 0xffe4
9000395c		3                   	9                   	MOV   R19, R11
9000395e		3                   	15                  	ADD   R31, R11, 0x00008248
90003964		3                   	630                 	LD    R11, R2
90003966		3                   	39                  	JSR   R31, JMP, 0x00004aa2
9000396c		3                   	633                 	LDX   R1, R23, 0xffe4
90003970		3                   	633                 	LD    --R0, R22
90003972		3                   	633                 	LD    --R0, R21
90003974		3                   	9                   	MOV   R17, R1
90003976		3                   	633                 	LD    --R0, R17
90003978		3                   	633                 	LD    --R0, R16
9000397a		3                   	33                  	JMP   R16, JMP
90003b30		1                   	9                   	ST    R0++, R16
90003b32		1                   	9                   	ST    R0++, R17
90003b34		1                   	3                   	MOV   R1, R17
90003b36		1                   	4                   	ADD   R30, R1, 0x3c
90003b3a		1                   	9                   	ST    R0++, R21
90003b3c		1                   	9                   	ST    R0++, R22
90003b3e		1                   	9                   	STX   R17, R2, 0x0
90003b42		1                   	9                   	STX   R17, R3, 0xfffc
90003b46		1                   	9                   	STX   R17, R4, 0xfff8
90003b4a		1                   	211                 	LDX   R17, R11, 0xfff8
90003b4e		1                   	3                   	MOV   R11, R24
90003b50		1                   	4                   	AND   R31, R24, 0x000000ff
90003b56		1                   	9                   	STX   R17, R24, 0xfff8
90003b5a		1                   	3                   	MOVC  0, R22
90003b5c		1                   	12                  	JMP   R31, JMP, 0x00003122
90003b62		32                  	128                 	ADDX  R1, R11, 0xffc8
90003b66		32                  	96                  	ADD   R22, R11
90003b68		32                  	6752                	LDX   R17, R24, 0xfff8
90003b6c		32                  	256                 	ST    R11, R24
90003b6e		32                  	128                 	ADDX  R22, R22, 0x1
90003b72		33                  	99                  	MOV   R22, R11
90003b74		33                  	132                 	COMP  R30, R11, 0x20
90003b78		33                  	356                 	JMP   R31, JNC, 0x00003112
90003b7e		1                   	3                   	MOVC  0, R24
90003b80		1                   	9                   	STX   R1, R24, 0xffe7
90003b84		1                   	3                   	MOVC  0, R22
90003b86		1                   	3                   	MOVC  0, R21
90003b88		1                   	11                  	JMP   R31, JMP, 0x00003178
90003bc8		1                   	3                   	COMPC 0, R21
90003bca		1                   	4                   	JMP   R31, JL, 0x0000318c
90003bd0		1                   	211                 	LDX   R17, R11, 0xfffc
90003bd4		1                   	3                   	COMPC 0, R11
90003bd6		1                   	5                   	JMP   R31, JG, 0x0000313e
90003bdc		1                   	3                   	COMPC 0, R21
90003bde		1                   	12                  	JMP   R31, JGE, 0x0000319c
90003bec		1                   	3                   	MOV   R22, R23
90003bee		1                   	211                 	LD    --R0, R22
90003bf0		1                   	211                 	LD    --R0, R21
90003bf2		1                   	3                   	MOV   R17, R1
90003bf4		1                   	211                 	LD    --R0, R17
90003bf6		1                   	211                 	LD    --R0, R16
90003bf8		1                   	11                  	JMP   R16, JMP
90003bfa		3                   	27                  	ST    R0++, R16
90003bfc		3                   	27                  	ST    R0++, R17
90003bfe		3                   	9                   	MOV   R1, R17
90003c00		3                   	12                  	ADD   R30, R1, 0x120
90003c04		3                   	27                  	ST    R0++, R14
90003c06		3                   	27                  	ST    R0++, R15
90003c08		3                   	27                  	ST    R0++, R18
90003c0a		3                   	27                  	ST    R0++, R20
90003c0c		3                   	27                  	ST    R0++, R21
90003c0e		3                   	27                  	ST    R0++, R22
90003c10		3                   	27                  	STX   R17, R2, 0x0
90003c14		3                   	27                  	STX   R17, R3, 0xfffc
90003c18		3                   	27                  	STX   R17, R4, 0xfff8
90003c1c		3                   	27                  	STX   R17, R5, 0xfff4
90003c20		3                   	27                  	STX   R17, R6, 0xfff0
90003c24		3                   	633                 	LDX   R17, R11, 0xfff0
90003c28		3                   	9                   	MOVC  0, R10
90003c2a		3                   	9                   	COMP  R10, R11
90003c2c		3                   	36                  	JMP   R31, JNE, 0x000031fc
90003c4c		3                   	633                 	LDX   R17, R20, 0xfff0
90003c50		3                   	9                   	MOVC  0, R22
90003c52		3                   	33                  	JMP   R31, JMP, 0x0000320c
90003c58		34                  	136                 	ADDX  R22, R22, 0x1
90003c5c		37                  	111                 	MOV   R20, R11
90003c5e		37                  	148                 	ADDX  R11, R20, 0x1
90003c62		37                  	7770                	LD    R11, R24
90003c64		37                  	111                 	MOV   R24, R11
90003c66		37                  	111                 	COMPC 0, R11
90003c68		37                  	386                 	JMP   R31, JNE, 0x00003208
90003c6e		3                   	633                 	LDX   R17, R11, 0xfff4
90003c72		3                   	9                   	COMPC -1, R11
90003c74		3                   	29                  	JMP   R31, JNE, 0x00003230
90003c7a		1                   	3                   	MOV   R22, R11
90003c7c		1                   	9                   	STX   R17, R11, 0xfff4
90003c80		3                   	633                 	LDX   R17, R11, 0xfff4
90003c84		3                   	9                   	COMP  R22, R11
90003c86		3                   	29                  	JMP   R31, JCY, 0x00003242
90003c8c		1                   	211                 	LDX   R17, R11, 0xfff4
90003c90		1                   	3                   	MOV   R11, R22
90003c92		3                   	9                   	MOVC  0, R21
90003c94		3                   	633                 	LDX   R17, R11, 0xfff8
90003c98		3                   	9                   	COMP  R11, R22
90003c9a		3                   	26                  	JMP   R31, JCY, 0x0000329c
90003ca0		1                   	211                 	LDX   R17, R11, 0xfffc
90003ca4		1                   	4                   	AND   R30, R11, 0x1
90003ca8		1                   	3                   	COMPC 0, R11
90003caa		1                   	4                   	JMP   R31, JNE, 0x0000329c
90003cb0		1                   	210                 	LD    R17, R2
90003cb2		1                   	211                 	LDX   R17, R11, 0xfff8
90003cb6		1                   	3                   	SUB   R22, R11
90003cb8		1                   	3                   	MOV   R11, R3
90003cba		1                   	211                 	LDX   R17, R11, 0xfffc
90003cbe		1                   	4                   	AND   R30, R11, 0x10
90003cc2		1                   	3                   	COMPC 0, R11
90003cc4		1                   	5                   	JMP   R31, JNE, 0x00003284
90003cca		1                   	4                   	MOV   R30, R18, 0x20
90003cce		1                   	12                  	JMP   R31, JMP, 0x00003288
90003cd8		1                   	3                   	MOV   R18, R11
90003cda		1                   	3                   	MOV   R11, R24
90003cdc		1                   	5                   	AND   R31, R24, 0x000000ff
90003ce2		1                   	3                   	MOV   R24, R4
90003ce4		1                   	13                  	JSR   R31, JMP, 0x000030e0
90003cea		1                   	3                   	ADD   R23, R21
90003cec		3                   	9                   	COMPC 0, R21
90003cee		3                   	15                  	JMP   R31, JL, 0x00003378
90003cf4		3                   	27                  	STX   R1, R21, 0xffe4
90003cf8		3                   	9                   	MOVC  0, R15
90003cfa		3                   	633                 	LDX   R17, R11, 0xfff4
90003cfe		3                   	12                  	COMP  R30, R11, 0x100
90003d02		3                   	33                  	JMP   R31, JNC, 0x000032c2
90003d12		3                   	633                 	LDX   R17, R11, 0xfff4
90003d16		3                   	9                   	MOV   R11, R14
90003d18		3                   	9                   	MOV   R14, R18
90003d1a		3                   	12                  	ADDX  R1, R2, 0xfee4
90003d1e		3                   	633                 	LDX   R17, R11, 0xfff0
90003d22		3                   	9                   	MOV   R11, R3
90003d24		3                   	9                   	ADD   R15, R3
90003d26		3                   	9                   	MOV   R18, R4
90003d28		3                   	36                  	JSR   R31, JMP, 0x0000292c
90003d2e		3                   	12                  	ADDX  R1, R11, 0xfee4
90003d32		3                   	9                   	ADD   R18, R11
90003d34		3                   	9                   	MOVC  0, R24
90003d36		3                   	24                  	ST    R11, R24
90003d38		3                   	9                   	ADD   R18, R15
90003d3a		3                   	633                 	LDX   R17, R11, 0xfff4
90003d3e		3                   	9                   	SUB   R18, R11
90003d40		3                   	27                  	STX   R17, R11, 0xfff4
90003d44		3                   	9                   	MOVC  2, R2
90003d46		3                   	630                 	LD    R17, R3
90003d48		3                   	12                  	ADDX  R1, R4, 0xfee4
90003d4c		3                   	39                  	JSR   R31, JMP, 0x0000299c
90003d52		3                   	9                   	MOV   R23, R21
90003d54		3                   	633                 	LDX   R17, R11, 0xfff4
90003d58		3                   	9                   	COMPC 0, R11
90003d5a		3                   	33                  	JMP   R31, JLE, 0x00003318
90003d68		3                   	9                   	COMPC 0, R21
90003d6a		3                   	12                  	JMP   R31, JL, 0x0000336e
90003d70		3                   	633                 	LDX   R1, R11, 0xffe4
90003d74		3                   	9                   	ADD   R21, R11
90003d76		3                   	27                  	STX   R1, R11, 0xffe4
90003d7a		3                   	633                 	LDX   R17, R11, 0xfff8
90003d7e		3                   	9                   	COMP  R11, R22
90003d80		3                   	26                  	JMP   R31, JCY, 0x0000336e
90003d86		1                   	211                 	LDX   R17, R11, 0xfffc
90003d8a		1                   	4                   	AND   R30, R11, 0x1
90003d8e		1                   	3                   	COMPC 0, R11
90003d90		1                   	11                  	JMP   R31, JE, 0x0000336e
90003dbe		3                   	633                 	LDX   R1, R23, 0xffe4
90003dc2		3                   	33                  	JMP   R31, JMP, 0x0000337a
90003dca		3                   	633                 	LD    --R0, R22
90003dcc		3                   	633                 	LD    --R0, R21
90003dce		3                   	633                 	LD    --R0, R20
90003dd0		3                   	633                 	LD    --R0, R18
90003dd2		3                   	633                 	LD    --R0, R15
90003dd4		3                   	633                 	LD    --R0, R14
90003dd6		3                   	9                   	MOV   R17, R1
90003dd8		3                   	633                 	LD    --R0, R17
90003dda		3                   	633                 	LD    --R0, R16
90003ddc		3                   	33                  	JMP   R16, JMP
90003e38		1                   	9                   	ST    R0++, R16
90003e3a		1                   	9                   	ST    R0++, R17
90003e3c		1                   	3                   	MOV   R1, R17
90003e3e		1                   	4                   	ADD   R30, R1, 0x28
90003e42		1                   	9                   	ST    R0++, R20
90003e44		1                   	9                   	ST    R0++, R21
90003e46		1                   	9                   	ST    R0++, R22
90003e48		1                   	9                   	STX   R17, R2, 0x0
90003e4c		1                   	9                   	STX   R17, R3, 0xfffc
90003e50		1                   	9                   	STX   R17, R4, 0xfff8
90003e54		1                   	9                   	STX   R17, R5, 0xfff4
90003e58		1                   	9                   	STX   R17, R6, 0xfff0
90003e5c		1                   	3                   	MOVC  0, R24
90003e5e		1                   	9                   	STX   R1, R24, 0xffe7
90003e62		1                   	3                   	MOVC  11, R21
90003e64		1                   	211                 	LDX   R17, R11, 0xfff0
90003e68		1                   	3                   	COMPC 0, R11
90003e6a		1                   	11                  	JMP   R31, JGE, 0x00003470
90003ec0		1                   	211                 	LDX   R17, R22, 0xfff0
90003ec4		1                   	211                 	LDX   R17, R11, 0xfff0
90003ec8		1                   	4                   	COMP  R31, R11, 0x80000000
90003ece		1                   	5                   	JMP   R31, JE, 0x0000357e
90003ed4		1                   	3                   	MOV   R22, R8
90003ed6		1                   	3                   	MOVC  10, R9
90003ed8		1                   	12                  	JSR   R31, JMP, 0x00000718
90003ede		1                   	4                   	ADDX  R1, R10, 0xffdc
