InstAddress		Total_Execution	Total_Cycles	Instruction
90000f00		1                   	209                 	ST    R0++, R16
90000f02		1                   	9                   	ST    R0++, R17
90000f04		1                   	3                   	MOV   R1, R17
90000f06		1                   	4                   	ADD   R30, R1, 0x20
90000f0a		1                   	9                   	ST    R0++, R12
90000f0c		1                   	9                   	ST    R0++, R13
90000f0e		1                   	9                   	ST    R0++, R14
90000f10		1                   	9                   	ST    R0++, R15
90000f12		1                   	9                   	ST    R0++, R18
90000f14		1                   	9                   	ST    R0++, R20
90000f16		1                   	9                   	ST    R0++, R21
90000f18		1                   	9                   	ST    R0++, R22
90000f1a		1                   	4                   	MOV   R31, R22, 0x80040000
90000f20		1                   	204                 	ADD   R31, R22, 0x0001f020
90000f26		1                   	3                   	MOV   R22, R2
90000f28		1                   	3                   	MOVC  0, R3
90000f2a		1                   	12                  	JSR   R31, JMP, 0x00004b0a
90000f30		1                   	12                  	JSR   R31, JMP, 0x0000449a
90000f36		1                   	3                   	MOV   R23, R11
90000f38		1                   	3                   	COMPC 1, R11
90000f3a		1                   	4                   	JMP   R31, JLE, 0x000004fa
90000f40		1                   	204                 	MOV   R30, R20, 0x80
90000f44		1                   	12                  	JMP   R31, JMP, 0x000004fe
90000f4e		1                   	4                   	ADDX  R22, R2, 0x8
90000f52		1                   	3                   	MOV   R20, R3
90000f54		1                   	13                  	JSR   R31, JMP, 0x00004b0a
90000f5a		1                   	12                  	JSR   R31, JMP, 0x0000449a
90000f60		1                   	203                 	MOV   R23, R11
90000f62		1                   	3                   	COMPC 1, R11
90000f64		1                   	5                   	JMP   R31, JLE, 0x00000524
90000f6a		1                   	4                   	MOV   R30, R18, 0x80
90000f6e		1                   	12                  	JMP   R31, JMP, 0x00000528
90000f78		1                   	4                   	ADDX  R22, R2, 0x10
90000f7c		1                   	3                   	MOV   R18, R3
90000f7e		1                   	213                 	JSR   R31, JMP, 0x00004b0a
90000f84		1                   	13                  	JSR   R31, JMP, 0x0000449a
90000f8a		1                   	3                   	MOV   R23, R11
90000f8c		1                   	3                   	COMPC 1, R11
90000f8e		1                   	5                   	JMP   R31, JLE, 0x0000054e
90000f94		1                   	4                   	MOV   R30, R15, 0x80
90000f98		1                   	11                  	JMP   R31, JMP, 0x00000552
90000fa2		1                   	204                 	ADDX  R22, R2, 0x18
90000fa6		1                   	3                   	MOV   R15, R3
90000fa8		1                   	12                  	JSR   R31, JMP, 0x00004b0a
90000fae		1                   	4                   	ADDX  R22, R2, 0x3e0
90000fb2		1                   	3                   	MOVC  0, R3
90000fb4		1                   	13                  	JSR   R31, JMP, 0x00004b0a
90000fba		1                   	4                   	MOV   R31, R22, 0x80800000
90000fc0		1                   	204                 	ADD   R31, R22, 0x0001f020
90000fc6		1                   	3                   	MOVC  0, R21
90000fc8		1                   	11                  	JMP   R31, JMP, 0x0000061c
90000fce		1                   	3                   	MOV   R22, R2
90000fd0		1                   	3                   	MOVC  0, R3
90000fd2		1                   	12                  	JSR   R31, JMP, 0x00004b0a
90000fd8		1                   	12                  	JSR   R31, JMP, 0x0000449a
90000fde		1                   	3                   	MOV   R23, R11
90000fe0		1                   	203                 	COMPC 1, R11
90000fe2		1                   	4                   	JMP   R31, JLE, 0x000005a2
90000fe8		1                   	4                   	MOV   R30, R14, 0x80
90000fec		1                   	12                  	JMP   R31, JMP, 0x000005a6
90000ff6		1                   	4                   	ADDX  R22, R2, 0x8
90000ffa		1                   	3                   	MOV   R14, R3
90000ffc		1                   	213                 	JSR   R31, JMP, 0x00004b0a
90001002		1                   	12                  	JSR   R31, JMP, 0x0000449a
90001008		1                   	3                   	MOV   R23, R11
9000100a		1                   	3                   	COMPC 1, R11
9000100c		1                   	5                   	JMP   R31, JLE, 0x000005cc
90001012		1                   	4                   	MOV   R30, R13, 0x80
90001016		1                   	12                  	JMP   R31, JMP, 0x000005d0
90001020		1                   	204                 	ADDX  R22, R2, 0x10
90001024		1                   	3                   	MOV   R13, R3
90001026		1                   	13                  	JSR   R31, JMP, 0x00004b0a
9000102c		1                   	13                  	JSR   R31, JMP, 0x0000449a
90001032		1                   	3                   	MOV   R23, R11
90001034		1                   	3                   	COMPC 1, R11
90001036		1                   	5                   	JMP   R31, JLE, 0x000005f6
9000103c		1                   	4                   	MOV   R30, R12, 0x80
90001040		1                   	211                 	JMP   R31, JMP, 0x000005fa
9000104a		1                   	4                   	ADDX  R22, R2, 0x18
9000104e		1                   	3                   	MOV   R12, R3
90001050		1                   	12                  	JSR   R31, JMP, 0x00004b0a
90001056		1                   	4                   	ADDX  R22, R2, 0x3e0
9000105a		1                   	3                   	MOVC  0, R3
9000105c		1                   	13                  	JSR   R31, JMP, 0x00004b0a
90001062		1                   	204                 	ADD   R31, R22, 0x00040000
90001068		1                   	4                   	ADDX  R21, R21, 0x1
9000106c		2                   	226                 	JSR   R31, JMP, 0x000044d4
90001072		2                   	6                   	COMP  R23, R21
90001074		2                   	17                  	JMP   R31, JL, 0x0000057e
9000107a		1                   	211                 	LD    --R0, R22
9000107c		1                   	211                 	LD    --R0, R21
9000107e		1                   	211                 	LD    --R0, R20
90001080		1                   	411                 	LD    --R0, R18
90001082		1                   	211                 	LD    --R0, R15
90001084		1                   	211                 	LD    --R0, R14
90001086		1                   	211                 	LD    --R0, R13
90001088		1                   	211                 	LD    --R0, R12
9000108a		1                   	3                   	MOV   R17, R1
9000108c		1                   	211                 	LD    --R0, R17
9000108e		1                   	211                 	LD    --R0, R16
90001090		1                   	11                  	JMP   R16, JMP
90001092		1                   	209                 	ST    R0++, R16
90001094		1                   	9                   	ST    R0++, R17
90001096		1                   	3                   	MOV   R1, R17
90001098		1                   	4                   	ADD   R30, R1, 0x1c
9000109c		1                   	213                 	JSR   R31, JMP, 0x00004aa6
900010a2		1                   	3                   	MOV   R19, R11
900010a4		1                   	5                   	ADD   R31, R11, 0x00000200
900010aa		1                   	210                 	LD    R11, R11
900010ac		1                   	3                   	COMPC 0, R11
900010ae		1                   	5                   	JMP   R31, JNE, 0x0000068c
900010b4		1                   	3                   	MOV   R19, R2
900010b6		1                   	5                   	ADD   R31, R2, 0x00000204
900010bc		1                   	205                 	MOV   R31, R3, 0x00008000
900010c2		1                   	12                  	JSR   R31, JMP, 0x00000470
900010c8		1                   	3                   	MOV   R19, R11
900010ca		1                   	4                   	ADD   R31, R11, 0x00000200
900010d0		1                   	3                   	MOVC  1, R10
900010d2		1                   	8                   	ST    R11, R10
900010d4		1                   	13                  	JSR   R31, JMP, 0x000004b0
900010da		1                   	202                 	SPSW, 10
900010dc		1                   	213                 	JSR   R31, JMP, 0x00004ad8
900010e2		1                   	3                   	MOV   R17, R1
900010e4		1                   	211                 	LD    --R0, R17
900010e6		1                   	211                 	LD    --R0, R16
900010e8		1                   	11                  	JMP   R16, JMP
90001136		2814907             	182968955           	DLY
90001138		2814907             	11259950            	DRJ   30, R2
9000113a		2814861             	30963471            	JMP   R16, JMP
90001140		133                 	1397                	ST    R0++, R16
90001142		133                 	1197                	ST    R0++, R17
90001144		133                 	1197                	ST    R0++, R2
90001146		133                 	1197                	ST    R0++, R3
90001148		133                 	1197                	ST    R0++, R4
9000114a		133                 	1197                	ST    R0++, R5
9000114c		133                 	1197                	ST    R0++, R6
9000114e		133                 	1197                	ST    R0++, R22
90001150		133                 	1596                	JSR   R31, JMP, 0x00000920
90001156		133                 	28063               	LD    --R0, R22
90001158		133                 	28063               	LD    --R0, R6
9000115a		133                 	28063               	LD    --R0, R5
9000115c		133                 	28063               	LD    --R0, R4
9000115e		133                 	28063               	LD    --R0, R3
90001160		133                 	28063               	LD    --R0, R2
90001162		133                 	28063               	LD    --R0, R17
90001164		133                 	28063               	LD    --R0, R16
90001166		133                 	1463                	JMP   R16, JMP
90001168		85                  	965                 	ST    R0++, R16
9000116a		85                  	765                 	ST    R0++, R17
9000116c		85                  	765                 	ST    R0++, R2
9000116e		85                  	765                 	ST    R0++, R3
90001170		85                  	765                 	ST    R0++, R4
90001172		85                  	765                 	ST    R0++, R5
90001174		85                  	765                 	ST    R0++, R6
90001176		85                  	765                 	ST    R0++, R22
90001178		85                  	1020                	JSR   R31, JMP, 0x00000920
9000117e		85                  	255                 	MOV   R2, R23
90001180		85                  	18135               	LD    --R0, R22
90001182		85                  	17935               	LD    --R0, R6
90001184		85                  	17935               	LD    --R0, R5
90001186		85                  	17935               	LD    --R0, R4
90001188		85                  	17935               	LD    --R0, R3
9000118a		85                  	17935               	LD    --R0, R2
9000118c		85                  	17935               	LD    --R0, R17
9000118e		85                  	17935               	LD    --R0, R16
90001190		85                  	935                 	JMP   R16, JMP
9000128a		218                 	2162                	ST    R0++, R6
9000128c		218                 	1962                	ST    R0++, R7
9000128e		218                 	1962                	ST    R0++, R8
90001290		218                 	1962                	ST    R0++, R9
90001292		218                 	654                 	MOVC  0, R9
90001294		218                 	654                 	MOVC  0, R23
90001296		218                 	654                 	COMPC 0, R3
90001298		218                 	872                 	JMP   R31, JE, 0x00000914
9000129e		218                 	654                 	COMPC 1, R3
900012a0		218                 	2598                	JMP   R31, JNE, 0x00000860
900012b0		218                 	654                 	MOV   R3, R22
900012b2		218                 	654                 	MOV   R2, R4
900012b4		218                 	1090                	SRL   1, R3
900012b6		218                 	1090                	SRL   1, R2
900012b8		218                 	654                 	COMP  R3, R2
900012ba		218                 	1579                	JMP   R31, JGE, 0x0000087e
900012c0		117                 	551                 	MOV   R4, R9
900012c2		117                 	1287                	JMP   R31, JMP, 0x00000914
900012ce		101                 	303                 	MOV   R22, R3
900012d0		101                 	303                 	MOV   R4, R2
900012d2		101                 	303                 	COMP  R2, R3
900012d4		101                 	1198                	JMP   R31, JNE, 0x00000894
900012da		2                   	6                   	MOVC  0, R2
900012dc		2                   	6                   	MOVC  1, R23
900012de		2                   	224                 	JMP   R31, JMP, 0x00000914
900012e4		99                  	396                 	MOV   R30, R5, 0x20
900012e8		99                  	297                 	MOV   R9, R4
900012ea		99                  	495                 	SRL   1, R9
900012ec		99                  	495                 	SRL   1, R3
900012ee		3197                	9591                	COMP  R9, R3
900012f0		3197                	13481               	JMP   R31, JLE, 0x000008ca
900012f6		3098                	9294                	MOV   R4, R9
900012f8		3098                	9294                	MOV   R22, R3
900012fa		3098                	9294                	MOV   R2, R7
900012fc		3098                	15690               	AND   R31, R7, 0x80000000
90001302		3098                	15490               	SRL   31, R7
90001304		3098                	15490               	SLL   1, R9
90001306		3098                	9294                	OR    R7, R9
90001308		3098                	9294                	MOV   R2, R8
9000130a		3098                	15490               	SLL   1, R2
9000130c		3098                	9294                	ADDC  -1, R5
9000130e		3098                	9294                	MOV   R9, R4
90001310		3098                	15490               	SRL   1, R9
90001312		3098                	15490               	SRL   1, R3
90001314		3098                	37176               	JMP   R31, JMP, 0x0000089e
9000131a		99                  	297                 	MOV   R4, R9
9000131c		99                  	297                 	MOV   R22, R3
9000131e		99                  	297                 	MOV   R8, R2
90001320		99                  	695                 	SRL   1, R9
90001322		99                  	297                 	ADDC  1, R5
90001324		99                  	297                 	MOVC  0, R22
90001326		268                 	804                 	COMP  R22, R5
90001328		268                 	1765                	JMP   R31, JLE, 0x00000914
9000132e		169                 	507                 	MOV   R2, R7
90001330		169                 	676                 	AND   R31, R7, 0x80000000
90001336		169                 	845                 	SRL   31, R7
90001338		169                 	845                 	SLL   1, R9
9000133a		169                 	507                 	OR    R7, R9
9000133c		169                 	507                 	MOV   R9, R4
9000133e		169                 	507                 	SUB   R3, R4
90001340		169                 	707                 	MOV   R4, R6
90001342		169                 	676                 	AND   R31, R6, 0x80000000
90001348		169                 	845                 	SRL   31, R6
9000134a		169                 	845                 	SLL   1, R2
9000134c		169                 	845                 	SLL   1, R23
9000134e		169                 	507                 	COMPC 0, R6
90001350		169                 	928                 	JMP   R31, JNE, 0x0000090c
90001356		133                 	399                 	MOVC  1, R6
90001358		133                 	399                 	OR    R6, R23
9000135a		133                 	399                 	MOV   R4, R9
9000135c		169                 	507                 	ADDC  1, R22
9000135e		169                 	2028                	JMP   R31, JMP, 0x000008d6
90001364		218                 	654                 	MOV   R9, R2
90001366		218                 	45998               	LD    --R0, R9
90001368		218                 	45998               	LD    --R0, R8
9000136a		218                 	45998               	LD    --R0, R7
9000136c		218                 	45998               	LD    --R0, R6
9000136e		218                 	2398                	JMP   R16, JMP
90001370		218                 	854                 	MOV   R8, R2
90001372		218                 	654                 	COMPC 0, R8
90001374		218                 	2616                	JMP   R31, JGE, 0x0000092c
9000137c		218                 	654                 	MOV   R9, R3
9000137e		218                 	654                 	COMPC 0, R9
90001380		218                 	2598                	JMP   R31, JGE, 0x00000938
90001388		218                 	1962                	ST    R0++, R16
9000138a		218                 	2616                	JSR   R31, JMP, 0x0000083a
90001390		218                 	45998               	LD    --R0, R16
90001392		218                 	654                 	COMPC 0, R8
90001394		218                 	2616                	JMP   R31, JGE, 0x0000095c
900013ac		218                 	854                 	COMPC 0, R9
900013ae		218                 	2616                	JMP   R31, JGE, 0x00000966
900013b6		218                 	2398                	JMP   R16, JMP
9000337c		14                  	568                 	JMP   R31, JMP, 0x00002942
90003382		154                 	462                 	MOV   R2, R11
90003384		154                 	616                 	ADDX  R11, R2, 0x1
90003388		154                 	462                 	MOV   R3, R10
9000338a		154                 	616                 	ADDX  R10, R3, 0x1
9000338e		154                 	32340               	LD    R10, R24
90003390		154                 	1232                	ST    R11, R24
90003392		168                 	504                 	MOV   R4, R11
90003394		168                 	672                 	ADDX  R11, R4, 0xffff
90003398		168                 	504                 	MOVC  0, R10
9000339a		168                 	504                 	COMP  R10, R11
9000339c		168                 	1918                	JMP   R31, JNE, 0x00002932
900033a2		14                  	154                 	JMP   R16, JMP
900033a4		16                  	344                 	ST    R0++, R16
900033a6		16                  	144                 	ST    R0++, R17
900033a8		16                  	48                  	MOV   R1, R17
900033aa		16                  	64                  	ADD   R30, R1, 0x1c
900033ae		16                  	192                 	JMP   R31, JMP, 0x0000296c
900033bc		16                  	48                  	MOV   R19, R11
900033be		16                  	280                 	ADD   R31, R11, 0x00008234
900033c4		16                  	3360                	LD    R11, R11
900033c6		16                  	3360                	LD    R11, R11
900033c8		16                  	48                  	MOV   R19, R10
900033ca		16                  	64                  	ADD   R31, R10, 0x00008238
900033d0		16                  	3360                	LD    R10, R10
900033d2		16                  	48                  	COMP  R10, R11
900033d4		16                  	80                  	JMP   R31, JE, 0x00002964
900033da		16                  	48                  	MOV   R19, R11
900033dc		16                  	80                  	ADD   R31, R11, 0x00008234
900033e2		16                  	3360                	LD    R11, R23
900033e4		16                  	48                  	MOV   R17, R1
900033e6		16                  	3376                	LD    --R0, R17
900033e8		16                  	3376                	LD    --R0, R16
900033ea		16                  	176                 	JMP   R16, JMP
900033ec		16                  	344                 	ST    R0++, R16
900033ee		16                  	144                 	ST    R0++, R17
900033f0		16                  	48                  	MOV   R1, R17
900033f2		16                  	64                  	ADD   R30, R1, 0x20
900033f6		16                  	144                 	ST    R0++, R21
900033f8		16                  	144                 	ST    R0++, R22
900033fa		16                  	144                 	STX   R17, R2, 0x0
900033fe		16                  	344                 	STX   R17, R3, 0xfffc
90003402		16                  	144                 	STX   R17, R4, 0xfff8
90003406		16                  	144                 	STX   R17, R5, 0xfff4
9000340a		16                  	144                 	STX   R17, R6, 0xfff0
9000340e		16                  	144                 	STX   R17, R7, 0xffec
90003412		16                  	64                  	ADDX  R17, R21, 0xfffc
90003416		16                  	48                  	MOV   R19, R11
90003418		16                  	64                  	ADD   R31, R11, 0x00008248
9000341e		16                  	3360                	LD    R11, R2
90003420		16                  	392                 	JSR   R31, JMP, 0x00004a74
90003426		16                  	208                 	JSR   R31, JMP, 0x00002954
9000342c		16                  	48                  	MOV   R23, R22
9000342e		16                  	48                  	MOVC  3, R2
90003430		16                  	192                 	JSR   R31, JMP, 0x0000034c
90003436		16                  	64                  	ADDX  R22, R10, 0x4
9000343a		16                  	48                  	MOV   R23, R11
9000343c		16                  	128                 	ST    R10, R11
9000343e		16                  	264                 	ADDX  R22, R11, 0x8
90003442		16                  	3360                	LD    R17, R10
90003444		16                  	128                 	ST    R11, R10
90003446		16                  	3360                	LD    R17, R11
90003448		16                  	48                  	COMPC 0, R11
9000344a		16                  	64                  	JMP   R31, JL, 0x00002ec8
90003450		16                  	64                  	COMP  R30, R11, 0x14
90003454		16                  	80                  	JMP   R31, JG, 0x00002ec8
9000345a		16                  	48                  	MOV   R19, R10
9000345c		16                  	280                 	ADD   R31, R10, 0x00008250
90003462		16                  	128                 	MULC  4, R11
90003464		16                  	48                  	ADD   R11, R10
90003466		16                  	3360                	LD    R10, R11
90003468		16                  	176                 	JMP   R11, JMP
90003586		4                   	216                 	ADDX  R22, R11, 0xc
9000358a		4                   	12                  	MOVC  8, R10
9000358c		4                   	32                  	ST    R11, R10
9000358e		4                   	16                  	ADDX  R22, R11, 0x10
90003592		4                   	16                  	MOV   R30, R10, 0x18
90003596		4                   	32                  	ST    R11, R10
90003598		4                   	12                  	MOVC  -4, R11
9000359a		4                   	12                  	MOV   R21, R10
9000359c		4                   	12                  	ADD   R11, R10
9000359e		4                   	12                  	MOV   R10, R21
900035a0		4                   	216                 	ADDX  R22, R11, 0x14
900035a4		4                   	16                  	ADDX  R10, R10, 0x4
900035a8		4                   	840                 	LD    R10, R10
900035aa		4                   	32                  	ST    R11, R10
900035ac		4                   	12                  	MOVC  -4, R11
900035ae		4                   	12                  	MOV   R21, R10
900035b0		4                   	12                  	ADD   R11, R10
900035b2		4                   	12                  	MOV   R10, R21
900035b4		4                   	16                  	ADDX  R22, R11, 0x18
900035b8		4                   	16                  	ADDX  R10, R10, 0x4
900035bc		4                   	840                 	LD    R10, R10
900035be		4                   	32                  	ST    R11, R10
900035c0		4                   	244                 	JMP   R31, JMP, 0x00002ec8
900035c6		1                   	4                   	ADDX  R22, R11, 0xc
900035ca		1                   	3                   	MOVC  8, R10
900035cc		1                   	8                   	ST    R11, R10
900035ce		1                   	4                   	ADDX  R22, R11, 0x10
900035d2		1                   	4                   	MOV   R30, R10, 0x18
900035d6		1                   	8                   	ST    R11, R10
900035d8		1                   	3                   	MOVC  -4, R11
900035da		1                   	3                   	MOV   R21, R10
900035dc		1                   	3                   	ADD   R11, R10
900035de		1                   	3                   	MOV   R10, R21
900035e0		1                   	4                   	ADDX  R22, R11, 0x14
900035e4		1                   	4                   	ADDX  R10, R10, 0x4
900035e8		1                   	210                 	LD    R10, R10
900035ea		1                   	8                   	ST    R11, R10
900035ec		1                   	12                  	JMP   R31, JMP, 0x00002ec8
900035f2		11                  	244                 	ADDX  R22, R11, 0xc
900035f6		11                  	33                  	MOVC  8, R10
900035f8		11                  	88                  	ST    R11, R10
900035fa		11                  	44                  	ADDX  R22, R11, 0x10
900035fe		11                  	244                 	MOV   R30, R10, 0x18
90003602		11                  	88                  	ST    R11, R10
90003604		11                  	33                  	MOVC  -4, R11
90003606		11                  	33                  	MOV   R21, R10
90003608		11                  	33                  	ADD   R11, R10
9000360a		11                  	33                  	MOV   R10, R21
9000360c		11                  	44                  	ADDX  R22, R11, 0x14
90003610		11                  	44                  	ADDX  R10, R10, 0x4
90003614		11                  	2310                	LD    R10, R10
90003616		11                  	88                  	ST    R11, R10
90003618		11                  	33                  	MOVC  -4, R11
9000361a		11                  	33                  	MOV   R21, R10
9000361c		11                  	33                  	ADD   R11, R10
9000361e		11                  	33                  	MOV   R10, R21
90003620		11                  	244                 	ADDX  R22, R11, 0x18
90003624		11                  	44                  	ADDX  R10, R10, 0x4
90003628		11                  	2310                	LD    R10, R10
9000362a		11                  	88                  	ST    R11, R10
9000362c		11                  	132                 	JMP   R31, JMP, 0x00002ec8
90003918		16                  	248                 	MOVC  0, R21
9000391a		16                  	48                  	MOVC  8, R2
9000391c		16                  	48                  	MOVC  0, R3
9000391e		16                  	408                 	JSR   R31, JMP, 0x000002ac
90003924		16                  	48                  	MOV   R19, R11
90003926		16                  	80                  	ADD   R31, R11, 0x00008234
9000392c		16                  	3360                	LD    R11, R10
9000392e		16                  	3360                	LD    R10, R10
90003930		16                  	128                 	ST    R11, R10
90003932		46                  	138                 	MOVC  2, R2
90003934		46                  	598                 	JSR   R31, JMP, 0x000006e6
9000393a		46                  	138                 	MOVC  8, R2
9000393c		46                  	798                 	JSR   R31, JMP, 0x00000208
90003942		46                  	138                 	MOVC  0, R10
90003944		46                  	138                 	COMP  R10, R23
90003946		46                  	440                 	JMP   R31, JE, 0x00002ee2
9000394c		16                  	64                  	MOV   R30, R2, 0x18
90003950		16                  	192                 	JSR   R31, JMP, 0x00000208
90003956		16                  	48                  	MOV   R23, R11
90003958		16                  	144                 	STX   R1, R11, 0xffe4
9000395c		16                  	48                  	MOV   R19, R11
9000395e		16                  	80                  	ADD   R31, R11, 0x00008248
90003964		16                  	3360                	LD    R11, R2
90003966		16                  	208                 	JSR   R31, JMP, 0x00004aa2
9000396c		16                  	3376                	LDX   R1, R23, 0xffe4
90003970		16                  	3376                	LD    --R0, R22
90003972		16                  	3376                	LD    --R0, R21
90003974		16                  	48                  	MOV   R17, R1
90003976		16                  	3376                	LD    --R0, R17
90003978		16                  	3376                	LD    --R0, R16
9000397a		16                  	176                 	JMP   R16, JMP
9000397c		4                   	236                 	ST    R0++, R22
9000397e		4                   	12                  	MOV   R2, R11
90003980		4                   	212                 	MOVC  0, R10
90003982		4                   	12                  	COMP  R10, R11
90003984		4                   	20                  	JMP   R31, JE, 0x00002f68
9000398a		4                   	12                  	MOVC  0, R22
9000398c		4                   	48                  	JMP   R31, JMP, 0x00002f5e
90003992		33                  	99                  	MOV   R2, R11
90003994		33                  	99                  	ADD   R22, R11
90003996		33                  	6930                	LD    R11, R24
90003998		33                  	99                  	MOV   R24, R11
9000399a		33                  	99                  	COMPC 0, R11
9000399c		33                  	368                 	JMP   R31, JNE, 0x00002f5a
900039a2		4                   	12                  	MOVC  0, R23
