Total Subroutine call(s) for PE#2= 54 in Quad #0.
Total call to ??no_name??() subroutine at address 0x90007b28 is 1 time(s)
Total call to ??no_name??() subroutine at address 0x90003e38 is 1 time(s)
				 Cumulative cycles 33770.
				 Exclusive cycles 3546
Total call to __smod4_cra8400() subroutine at address 0x90001168 is 65 time(s)
				 Cumulative cycles 353196.
				 Exclusive cycles 116090
Total call to __sdiv4() subroutine at address 0x90001370 is 194 time(s)
				 Cumulative cycles 629880.
				 Exclusive cycles 59752
Total call to __udiv4() subroutine at address 0x9000128a is 194 time(s)
				 Cumulative cycles 570128.
				 Exclusive cycles 570128
Total call to __sdiv4_cra8400() subroutine at address 0x90001140 is 129 time(s)
				 Cumulative cycles 622781.
				 Exclusive cycles 230007
Total call to ??no_name??() subroutine at address 0x90003b30 is 1 time(s)
				 Cumulative cycles 9390.
				 Exclusive cycles 9390
Total call to _barrier() subroutine at address 0x900072b6 is 322 time(s)
				 Cumulative cycles 1602686634.
				 Exclusive cycles 1228916370
Total call to _calculate() subroutine at address 0x90007790 is 1 time(s)
				 Cumulative cycles 1061918689.
				 Exclusive cycles 33132
Total call to _moveDataToLocalMemory() subroutine at address 0x90007512 is 160 time(s)
				 Cumulative cycles 196908160.
				 Exclusive cycles 111360
Total call to _move_data_using_pe() subroutine at address 0x9000745a is 256 time(s)
				 Cumulative cycles 235841536.
				 Exclusive cycles 235841536
Total call to _nonpivotalBlockCalculations() subroutine at address 0x9000775a is 64 time(s)
				 Cumulative cycles 174488960.
				 Exclusive cycles 73408
Total call to _nonPivotalBlockSubmatrixCalculations() subroutine at address 0x900076e2 is 64 time(s)
				 Cumulative cycles 69577920.
				 Exclusive cycles 69577920
Total call to _moveDataToSDRAM() subroutine at address 0x90007532 is 96 time(s)
				 Cumulative cycles 39111552.
				 Exclusive cycles 66816
Total call to _pivotalBlockCalculations() subroutine at address 0x900076a8 is 32 time(s)
				 Cumulative cycles 33029104.
				 Exclusive cycles 37088
Total call to _initializePivotRow() subroutine at address 0x90007552 is 32 time(s)
				 Cumulative cycles 1088704.
				 Exclusive cycles 1088704
Total call to _pivotalRowCalculations() subroutine at address 0x90007580 is 32 time(s)
				 Cumulative cycles 3746960.
				 Exclusive cycles 949888
Total call to __fdiv4_cra8400() subroutine at address 0x90000ac8 is 1520 time(s)
				 Cumulative cycles 2622000.
				 Exclusive cycles 2384880
Total call to ??no_name??() subroutine at address 0x90000a8a is 1520 time(s)
				 Cumulative cycles 237120.
				 Exclusive cycles 237120
Total call to _pivotalBlockSubmatrixCalculations() subroutine at address 0x9000760e is 32 time(s)
				 Cumulative cycles 15119168.
				 Exclusive cycles 14944096
Total call to _stop_pe() subroutine at address 0x90007198 is 1 time(s)
				 Cumulative cycles 1540.
				 Exclusive cycles 1540
Total call to _terminate_program() subroutine at address 0x90006642 is 1 time(s)
				 Cumulative cycles 48.
				 Exclusive cycles 48
Total call to terminate_program() subroutine at address 0x90006656 is 1 time(s)
				 Cumulative cycles 17966.
				 Exclusive cycles 7913
Total call to lock_load_table_semaphore() subroutine at address 0x90005ffc is 1 time(s)
				 Cumulative cycles 1001.
				 Exclusive cycles 1001
Total call to get_PE_number() subroutine at address 0x900061a4 is 1 time(s)
				 Cumulative cycles 892.
				 Exclusive cycles 892
Total call to clear_processorEntry() subroutine at address 0x90006168 is 1 time(s)
				 Cumulative cycles 1548.
				 Exclusive cycles 1548
Total call to unlock_load_table_semaphore() subroutine at address 0x9000603e is 1 time(s)
				 Cumulative cycles 1360.
				 Exclusive cycles 910
Total call to get_quad_base_addr() subroutine at address 0x9000560c is 1 time(s)
				 Cumulative cycles 5252.
				 Exclusive cycles 2283
